영문 Label,한글 Label,Data Type,IFRS Reference,Element ID,Element Name
Non-current financial assets measured at fair value through other comprehensive income,비유동 기타포괄손익-공정가치 측정 금융자산,X,K-IFRS 1107 문단 8 (8)(가),ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome
Non-current investments in equity instruments designated at fair value through other comprehensive income,비유동 기타포괄손익-공정가치 측정 지정 지분상품 투자,X,K-IFRS 1107 문단 8 (8)(나),ifrs-full_NoncurrentInvestmentsInEquityInstrumentsDesignatedAtFairValueThroughOtherComprehensiveIncome,NoncurrentInvestmentsInEquityInstrumentsDesignatedAtFairValueThroughOtherComprehensiveIncome
Non-current financial assets held to maturity,비유동만기보유금융자산,X,"K-IFRS 1001 문단 54 (4), 
K-IFRS 1001 문단 60, ",dart_NonCurrentFinancialAssetsHeldToMaturity,NonCurrentFinancialAssetsHeldToMaturity
Non-current financial assets at amortised cost,비유동 상각후원가 측정 금융자산,X,K-IFRS 1107 문단 8 (6),ifrs-full_NoncurrentFinancialAssetsAtAmortisedCost,NoncurrentFinancialAssetsAtAmortisedCost
Non-current fair value financial asset,비유동당기손익인식금융자산,X,"K-IFRS 1001 문단 54 (4), 
K-IFRS 1001 문단 60, ",dart_NonCurrentFairValueFinancialAsset,NonCurrentFairValueFinancialAsset
"Non-current financial assets at fair value through profit or loss, designated upon initial recognition or subsequently",비유동 당기손익-공정가치 측정 지정 금융자산,X,K-IFRS 1107 문단 8 (1)(가) ,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition
"Non-current financial assets at fair value through profit or loss, mandatorily measured at fair value",비유동 당기손익-공정가치 의무 측정 금융자산,X,K-IFRS 1107 문단 8 (1)(나) ,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue
Non-current firm commitment asset,비유동확정계약자산,X,"K-IFRS 1001 문단 54 (4), 
K-IFRS 1001 문단 60, ",dart_NonCurrentFirmCommitmentAsset,NonCurrentFirmCommitmentAsset
Non-current derivative assets,비유동파생상품자산,X,"K-IFRS 1001 문단 54 (4), 
K-IFRS 1001 문단 60, ",dart_NonCurrentDerivativeAssets,NonCurrentDerivativeAssets
Invested asset for postemployment benefit,퇴직급여운용자산/퇴직연금운용자산,X,"K-IFRS 1019 문단 140 (1), ",dart_InvestedAssetForPostemploymentBenefit,InvestedAssetForPostemploymentBenefit
Deposits for severance insurance,퇴직보험예치금,X,"K-IFRS 1019 문단 140 (1), ",dart_DepositsForSeveranceInsurance,DepositsForSeveranceInsurance
"Investments in subsidiaries, joint ventures and associates","종속기업, 조인트벤처와 관계기업에 대한 투자자산",X,"K-IFRS 1001 문단 55, 문단 78
K-IFRS 1027 문단 10",ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,InvestmentsInSubsidiariesJointVenturesAndAssociates
Investments in subsidiaries,종속기업에 대한 투자자산,X,"K-IFRS 1001 문단 55, 문단 78
K-IFRS 1027 문단 10",ifrs-full_InvestmentsInSubsidiaries,InvestmentsInSubsidiaries
Investments in joint ventures,조인트벤처에 대한 투자자산,X,"K-IFRS 1001 문단 55, 문단 78
K-IFRS 1027 문단 10",ifrs-full_InvestmentsInJointVentures,InvestmentsInJointVentures
Investments in associates,관계기업에 대한 투자자산,X,"K-IFRS 1001 문단 55, 문단 78
K-IFRS 1027 문단 10",ifrs-full_InvestmentsInAssociates,InvestmentsInAssociates
Investments accounted for using equity method,지분법적용 투자지분,X,"K-IFRS 1001 문단 55, 문단 78
K-IFRS 1027 문단 10",ifrs-full_InvestmentAccountedForUsingEquityMethod,InvestmentAccountedForUsingEquityMethod
"Non-current biological assets, gross",비유동생물자산,X,"K-IFRS 1001 문단 54 (6), 
K-IFRS 1001 문단 78",dart_NonCurrentBiologicalAssetsGross,NonCurrentBiologicalAssetsGross
"Government grants, non-current biological assets",정부보조금,(X),"K-IFRS 1001 문단 54 (6), 
K-IFRS 1020 문단 24",dart_GovernmentGrantsNonCurrentBiologicalAssetsGross,GovernmentGrantsNonCurrentBiologicalAssetsGross
"Accumulated depreciation, non-current biological assets",감가상각누계액,(X),"K-IFRS 1001 문단 54 (6), 
K-IFRS 1001 문단 78,
K-IFRS 1041 문단 30,",dart_AccumulatedDepreciationNonCurrentBiologicalAssetsGross,AccumulatedDepreciationNonCurrentBiologicalAssetsGross
"Accumulated Impairment loss, non-current biological assets",손상차손누계액,(X),"K-IFRS 1001 문단 54 (6), 
K-IFRS 1001 문단 78,
K-IFRS 1041 문단 30,",dart_AccumulatedImpairmentLossNonCurrentBiologicalAssetsGross,AccumulatedImpairmentLossNonCurrentBiologicalAssetsGross
Deferred tax assets,이연법인세자산,X,"K-IFRS 1001 문단 54 (15), 
K-IFRS 1001 문단 56,",ifrs-full_DeferredTaxAssets,DeferredTaxAssets
Non-current non-cash assets pledged as collateral for which transferee has right by contract or custom to sell or repledge collateral,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 비유동 비현금담보물,X,K-IFRS 1039 문단 37 (1),dart_NoncurrentNoncashAssetsPledgedAsCollateralForWhichTransfereeHasRightByContractOrCustomToSellOrRepledgeCollateral,NoncurrentNoncashAssetsPledgedAsCollateralForWhichTransfereeHasRightByContractOrCustomToSellOrRepledgeCollateral
Other non-current assets,기타비유동자산,X,K-IFRS 1001 문단 58 ,dart_OtherNonCurrentAssets,OtherNonCurrentAssets
Total assets,자산총계,,0,ifrs-full_Assets,Assets
Liabilities [abstract],부채 [abstract],,0,ifrs-full_LiabilitiesAbstract,LiabilitiesAbstract
Current liabilities,유동부채,X,K-IFRS 1001 문단 60,ifrs-full_CurrentLiabilities,CurrentLiabilities
Trade and other current payables,매입채무 및 기타유동채무,X,K-IFRS 1001 문단 54 (11),ifrs-full_TradeAndOtherCurrentPayables,TradeAndOtherCurrentPayables
Short-term trade Payables,단기매입채무,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_ShortTermTradePayables,ShortTermTradePayables
Short-term due to customers for contract work,단기초과청구공사,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_ShortTermDueToCustomersForContractWork,ShortTermDueToCustomersForContractWork
Current contract liabilities,유동계약부채,X,K-IFRS 1115 문단 105,ifrs-full_CurrentContractLiabilities,CurrentContractLiabilities
Short-term other Payables,단기미지급금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_ShortTermOtherPayables,ShortTermOtherPayables
Dividends payable,미지급배당금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",ifrs-full_DividendsPayable,DividendsPayable
Short-term accrued Expenses,단기미지급비용,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_ShortTermAccruedExpenses,ShortTermAccruedExpenses
Short-term guarantee deposit rent,단기임대보증금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_ShortTermGuaranteeDepositRent,ShortTermGuaranteeDepositRent
Short-term other guarantee deposit received,단기기타보증금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_ShortTermOtherGuaranteeDepositReceived,ShortTermOtherGuaranteeDepositReceived
Short-term withholdings,단기예수금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_ShortTermWithholdings,ShortTermWithholdings
Short-term collection withholdings,추심예수금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_ShortTermCollectionWithholdings,ShortTermCollectionWithholdings
Current value added tax payables,부가가치세예수금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_CurrentValueAddedTaxPayables,CurrentValueAddedTaxPayables
Short-term guarantee deposit withholdings,단기예수보증금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_ShortTermGuaranteeDepositWithholdings,ShortTermGuaranteeDepositWithholdings
Short-term advances customers,단기선수금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_ShortTermAdvancesCustomers,ShortTermAdvancesCustomers
Advances on construction contracts,공사선수금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_AdvancesOnConstructionContracts,AdvancesOnConstructionContracts
Advances from house office sales,분양선수금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_AdvancesFromHouseOfficeSales,AdvancesFromHouseOfficeSales
Short-term advances investement,투자선수금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_ShortTermAdvancesInvestement,ShortTermAdvancesInvestement
Deferred income classified as current,단기이연수익,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",ifrs-full_DeferredIncomeClassifiedAsCurrent,DeferredIncomeClassifiedAsCurrent
Short-term income received in advance,단기선수수익,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_ShortTermIncomeReceivedInAdvance,ShortTermIncomeReceivedInAdvance
Short-term rent received in advance,단기선수임대료,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_ShortTermRentReceivedInAdvance,ShortTermRentReceivedInAdvance
Short-term borrowings,단기차입금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",ifrs-full_ShortTermBorrowings,ShorttermBorrowings
Current portion of long-term borrowings,유동성장기차입금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",ifrs-full_CurrentPortionOfLongtermBorrowings,CurrentPortionOfLongtermBorrowings
Current portion of long-term other payables,유동성장기미지급금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_CurrentPortionOfLongtermOtherPayables,CurrentPortionOfLongtermOtherPayables
Current portion of bonds,유동성사채,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_CurrentPortionOfBonds,CurrentPortionOfBonds
Current portion of convertible bonds,유동성전환사채,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_CurrentPortionOfConvertibleBonds,CurrentPortionOfConvertibleBonds
Current portion of bond with warrant,유동성신주인수권부사채,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_CurrentPortionOfBondWithWarrant,CurrentPortionOfBondWithWarrant
Current portion of convertible redeemable preferred stock liabilities,유동성전환상환우선주부채,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_CurrentPortionOfConvertibleRedeemablePreferredStockLiabilities,CurrentPortionOfConvertibleRedeemablePreferredStockLiabilities
Current portion of exchangeable bond,유동성교환사채,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_CurrentPortionOfExchangeableBond,CurrentPortionOfExchangeableBond
Curent portion of finance lease liabilities,유동성금융리스부채,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_CurentPortionOfFinanceLeaseLiabilities,CurentPortionOfFinanceLeaseLiabilities
Current lease liabilities,유동리스부채,X,K-IFRS 1116 문단 47 (2),ifrs-full_CurrentLeaseLiabilities,CurrentLeaseLiabilities
Current workout payables,유동회생채무,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_CurrentWorkoutPayables,CurrentWorkoutPayables
Payments of income taxes payable,미지급법인세,X,"K-IFRS 1001 문단 54 (14), ",dart_PaymentsOfIncomeTaxesPayable,PaymentsOfIncomeTaxesPayable
Current tax liabilities,당기법인세부채,X,"K-IFRS 1001 문단 54 (14), ",ifrs-full_CurrentTaxLiabilities,CurrentTaxLiabilities
Other current financial liabilities,기타유동금융부채,X,K-IFRS 1001 문단 54 (13),ifrs-full_OtherCurrentFinancialLiabilities,OtherCurrentFinancialLiabilities
Current financial liabilities held for trading,유동단기매매금융부채,X,K-IFRS 1001 문단 54 (13),dart_CurrentFinancialLiabilitiesHeldForTrading,CurrentFinancialLiabilitiesHeldForTrading
"Current financial liabilities at fair value through profit or loss, classified as held for trading",유동 단기매매정의 충족 금융부채,X,K-IFRS 1107 문단 8 (5)(나),ifrs-full_CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading
Current financial liabilities designation as at fair value through profit or loss,유동당기손익인식지정금융부채,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_CurrentFinancialLiabilitiesDesignationAsAtFairValueThroughProfitOrLoss,CurrentFinancialLiabilitiesDesignationAsAtFairValueThroughProfitOrLoss
"Current financial liabilities at fair value through profit or loss, designated upon initial recognition or subsequently",유동 당기손익-공정가치 측정 지정 금융부채,X,K-IFRS 1107 문단 8 (5)(가) ,ifrs-full_CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition
Current financial liabilities at amortised cost,유동 상각후원가 측정 금융부채,X,K-IFRS 1107 문단 8 (7),ifrs-full_CurrentFinancialLiabilitiesAtAmortisedCost,CurrentFinancialLiabilitiesAtAmortisedCost
Current financial guarantee liabilities,유동금융보증부채,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1039 문단 47 (3)",dart_CurrentFinancialGuaranteeLiabilities,CurrentFinancialGuaranteeLiabilities
Current derivative liabilities,유동파생상품부채,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_CurrentDerivativeLiabilities,CurrentDerivativeLiabilities
Current firm commitment liabilities,유동확정계약부채,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_CurrentFirmCommitmentLiabilities,CurrentFirmCommitmentLiabilities
Current provisions,유동충당부채,X,K-IFRS 1001 문단 54 (12),ifrs-full_CurrentProvisions,CurrentProvisions
Current provisions for employee benefits,유동종업원급여충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4)",ifrs-full_CurrentProvisionsForEmployeeBenefits,CurrentProvisionsForEmployeeBenefits
Current provisions for product warranties,유동판매보증충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",dart_CurrentProvisionsForProductWarranties,CurrentProvisionsForProductWarranties
Current provisions for construction warranties,유동하자보수충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",dart_CurrentProvisionsForConstructionWarranties,CurrentProvisionsForConstructionWarranties
Current provisions for returned goods,유동반품충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",dart_CurrentProvisionsForReturnedGoods,CurrentProvisionsForReturnedGoods
Current provision for construction losses,유동공사손실충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",dart_CurrentProvisionForConstructionLosses,CurrentProvisionForConstructionLosses
Short-term warranty provision,단기제품보증충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",ifrs-full_ShorttermWarrantyProvision,ShorttermWarrantyProvision
Short-term restructuring provision,단기구조조정충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",ifrs-full_ShorttermRestructuringProvision,ShorttermRestructuringProvision
Short-term legal proceedings provision,단기법적소송충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",ifrs-full_ShorttermLegalProceedingsProvision,ShorttermLegalProceedingsProvision
Short-term onerous contracts provision,단기손실부담계약충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",ifrs-full_ShorttermOnerousContractsProvision,ShorttermOnerousContractsProvision
"Short-term provision for decommissioning, restoration and rehabilitation costs","단기 사후처리, 복구, 정화 비용을 위한 충당부채",X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",ifrs-full_ShorttermProvisionForDecommissioningRestorationAndRehabilitationCosts,ShorttermProvisionForDecommissioningRestorationAndRehabilitationCosts
Short-term miscellaneous other provisions,그 밖의 기타단기충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",ifrs-full_ShorttermMiscellaneousOtherProvisions,ShorttermMiscellaneousOtherProvisions
Liabilities included in disposal groups classified as held for sale,매각예정으로 분류된 처분자산집단에 포함된 부채,X,"K-IFRS 1001 문단 54 (16), 
K-IFRS 1001 문단 69",ifrs-full_LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale
Other current liabilities,기타유동부채,X,K-IFRS 1001 문단 58 ,dart_OtherCurrentLiabilities,OtherCurrentLiabilities
Current emission liabilities,유동배출부채,X,일반기업회계기준 33.14,dart_CurrentEmissionLiabilities,CurrentEmissionLiabilities
Non-current liabilities,비유동부채,X,K-IFRS 1001 문단 60,ifrs-full_NoncurrentLiabilities,NoncurrentLiabilities
Long-term trade and other non-current payables,장기매입채무 및 기타비유동채무,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_LongTermTradeAndOtherNonCurrentPayables,LongTermTradeAndOtherNonCurrentPayables
"Long-Term trade Payables, gross",장기매입채무,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_LongTermTradePayablesGross,LongTermTradePayablesGross
"Present value discounts, long-Term trade Payables",현재가치할인차금,(X),"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_PresentValueDiscountsLongTermTradePayablesGross,PresentValueDiscountsLongTermTradePayablesGross
Long-term due to customers for contract work,장기초과청구공사,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_LongTermDueToCustomersForContractWork,LongTermDueToCustomersForContractWork
Non-current contract liabilities,비유동계약부채,X,K-IFRS 1115 문단 105,ifrs-full_NoncurrentContractLiabilities,NoncurrentContractLiabilities
"Long-Term other Payables, gross",장기미지급금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_LongTermOtherPayablesGross,LongTermOtherPayablesGross
"Present value discounts, long-Term other Payables",현재가치할인차금,(X),"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_PresentValueDiscountsLongTermOtherPayablesGross,PresentValueDiscountsLongTermOtherPayablesGross
"Long-Term accrued Expenses, gross",장기미지급비용,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_LongTermAccruedExpensesGross,LongTermAccruedExpensesGross
"Present value discounts, long-Term accrued Expenses",현재가치할인차금,(X),"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_PresentValueDiscountsLongTermAccruedExpensesGross,PresentValueDiscountsLongTermAccruedExpensesGross
"Long-term guarantee deposit rent, gross",장기임대보증금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_LongTermGuaranteeDepositRentGross,LongTermGuaranteeDepositRentGross
"Present value discounts, long-Term guarantee Deposit Rent",현재가치할인차금,(X),"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_PresentValueDiscountsLongTermGuaranteeDepositRentGross,PresentValueDiscountsLongTermGuaranteeDepositRentGross
Long-term other guarantee deposit received,장기기타보증금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_LongTermOtherGuaranteeDepositReceivedGross,LongTermOtherGuaranteeDepositReceivedGross
"Present value discounts, long-term other guarantee deposit received",현재가치할인차금,(X),"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_PresentValueDiscountsLongTermOtherGuaranteeDepositReceivedGross,PresentValueDiscountsLongTermOtherGuaranteeDepositReceivedGross
Long-Term withholdings Banks,장기예수금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_LongTermWithholdingsBanks,LongTermWithholdingsBanks
"Present value discounts, long-term withholdings banks",현재가치할인차금,(X),"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_PresentValueDiscountsLongTermWithholdingsBanks,PresentValueDiscountsLongTermWithholdingsBanks
Long-term guarantee deposit withholdings,장기예수보증금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_LongTermGuaranteeDepositWithholdings,LongTermGuaranteeDepositWithholdings
"Present value discounts, long-term guarantee deposit withholdings",현재가치할인차금,(X),"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_PresentValueDiscountsLongTermGuaranteeDepositWithholdings,PresentValueDiscountsLongTermGuaranteeDepositWithholdings
Long-Term advances Customers,장기선수금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_LongTermAdvancesCustomers,LongTermAdvancesCustomers
"Present value discounts, long-term advances customers",현재가치할인차금,(X),"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_PresentValueDiscountsLongTermAdvancesCustomers,PresentValueDiscountsLongTermAdvancesCustomers
Long-term advances on construction contracts,장기공사선수금,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_LongTermAdvancesOnConstructionContracts,LongTermAdvancesOnConstructionContracts
"Present value discounts, long-term advances on construction contracts",현재가치할인차금,(X),"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_PresentValueDiscountsLongTermAdvancesOnConstructionContracts,PresentValueDiscountsLongTermAdvancesOnConstructionContracts
Deferred income classified as non-current,장기이연수익,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",ifrs-full_DeferredIncomeClassifiedAsNoncurrent,DeferredIncomeClassifiedAsNoncurrent
"Present value discounts, deferred income classified as noncurrent",현재가치할인차금,(X),"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_PresentValueDiscountsDeferredIncomeClassifiedAsNoncurrent,PresentValueDiscountsDeferredIncomeClassifiedAsNoncurrent
Long-term income received in advance,장기선수수익,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_LongTermIncomeReceivedInAdvance,LongTermIncomeReceivedInAdvance
Long-term rent received in advance,장기선수임대료,X,"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_LongTermRentReceivedInAdvance,LongTermRentReceivedInAdvance
"Present value discounts, long-term rent received in advance",현재가치할인차금,(X),"K-IFRS 1001 문단 54 (11), 
K-IFRS 1001 문단 58 ",dart_PresentValueDiscountsLongTermRentReceivedInAdvance,PresentValueDiscountsLongTermRentReceivedInAdvance
"Long-term borrowings, gross",장기차입금,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_LongTermBorrowingsGross,LongTermBorrowingsGross
"Present value discounts, long-term borrowings",현재가치할인차금,(X),"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_PresentValueDiscountsLongTermBorrowingsGross,PresentValueDiscountsLongTermBorrowingsGross
Bonds issued,사채,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_BondsIssued,BondsIssued
Redemption premium on bonds,사채상환할증금,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_RedemptionPremiumOnBondsIssued,RedemptionPremiumOnBondsIssued
Discount on bonds,사채할인발행차금,(X),"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_DiscountOnBondsIssued,DiscountOnBondsIssued
Premium on bonds,사채할증발행차금,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_PremiumOnBondsIssued,PremiumOnBondsIssued
Convertible bonds,전환사채,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_ConvertibleBonds,ConvertibleBonds
Redemption premium on convertible bonds,전환사채상환할증금,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_RedemptionPremiumOnConvertibleBonds,RedemptionPremiumOnConvertibleBonds
Conversion rights adjustment of convertible bonds,전환사채전환권조정,(X),"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_ConversionRightsAdjustmentOfConvertibleBonds,ConversionRightsAdjustmentOfConvertibleBonds
Discount on convertible bonds,전환사채할인발행차금,(X),"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_DiscountOnConvertibleBonds,DiscountOnConvertibleBonds
Premium on convertible bonds,전환사채할증발행차금,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_PremiumOnConvertibleBonds,PremiumOnConvertibleBonds
Bond with warrant,신주인수권부사채,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_BondWithWarrant,BondWithWarrant
Redemption premium on bond with warrant,신주인수권부사채상환할증금,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_RedemptionPremiumOnBondWithWarrant,RedemptionPremiumOnBondWithWarrant
Discount on bond with warrant,신주인수권부사채할인발행차금,(X),"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_DiscountOnBondWithWarrant,DiscountOnBondWithWarrant
Premium on bond with warrant,신주인수권부사채할증발행차금,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_PremiumOnBondWithWarrant,PremiumOnBondWithWarrant
Convertible redeemable preferred stock liabilities,전환상환우선주부채,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_ConvertibleRedeemablePreferredStockLiabilities,ConvertibleRedeemablePreferredStockLiabilities
Redemption premium on convertible redeemable preferred stock liabilities,전환상환우선주부채상환할증금,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_RedemptionPremiumOnConvertibleRedeemablePreferredStockLiabilities,RedemptionPremiumOnConvertibleRedeemablePreferredStockLiabilities
Discount on convertible redeemable preferred stock liabilities,전환상환우선주부채할인발행차금,(X),"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_DiscountOnConvertibleRedeemablePreferredStockLiabilities,DiscountOnConvertibleRedeemablePreferredStockLiabilities
Premium on convertible redeemable preferred stock liabilities,전환상환우선주부채할증발행차금,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_PremiumOnConvertibleRedeemablePreferredStockLiabilities,PremiumOnConvertibleRedeemablePreferredStockLiabilities
Exchangeable bonds,교환사채,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_ExchangeableBonds,ExchangeableBonds
Redemption premium on exchangeable bonds,교환사채상환할증금,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_RedemptionPremiumOnExchangeableBonds,RedemptionPremiumOnExchangeableBonds
